x,y,is_goal,Assisted,IndividualPlay,RegularPlay,LeftFoot,RightFoot,FromCorner,FirstTouch,Head,BigChance,SetPiece,Volley,FastBreak,ThrowinSetPiece,Penalty,OneOnOne,KeyPass,OtherBodyPart,shot_distance,period_FirstHalf,period_SecondHalf,Zone_Back,Zone_Center,Zone_Left,Zone_Right
86.4,69.5,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,23.774145620820946,False,True,False,True,False,False
96.2,66.4,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,16.83448840921518,False,True,False,True,False,False
85.9,64.4,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,20.153659717282117,False,True,False,True,False,False
86.5,34.4,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,20.630317496345032,False,True,False,True,False,False
70.0,43.4,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,30.717421766808492,False,True,False,True,False,False
87.2,62.0,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,17.545369759569045,True,False,False,True,False,False
89.9,66.8,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,19.602295783912652,False,True,False,True,False,False
91.5,47.0,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,9.013878188659973,False,True,False,True,False,False
90.1,56.0,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,11.576268828944848,False,True,False,True,False,False
93.0,59.1,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,11.480853626799709,True,False,False,True,False,False
97.0,38.3,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,12.07849328351844,True,False,False,True,False,False
90.5,47.4,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,9.849365461794989,True,False,False,True,False,False
95.7,54.2,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,6.010823570859488,True,False,False,True,False,False
90.1,39.5,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,14.431216164966836,True,False,False,True,False,False
85.9,31.1,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,23.580076335754296,True,False,False,True,False,False
88.3,29.5,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,23.603813251252436,True,False,False,True,False,False
79.3,53.6,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,21.010711553871758,True,False,False,True,False,False
77.1,54.3,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,23.3002145912865,True,False,False,True,False,False
72.3,52.3,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,27.795323347642498,True,False,False,True,False,False
78.0,31.5,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,28.74456470360962,False,True,False,True,False,False
70.7,50.9,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,29.313819266687165,False,True,False,True,False,False
88.7,39.1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,15.700318468107579,False,True,False,True,False,False
88.1,48.1,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,12.050726119201286,False,True,False,True,False,False
84.8,31.0,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,24.331872102244827,False,True,False,True,False,False
87.4,66.8,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,20.999999999999993,True,False,False,True,False,False
80.0,21.3,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,34.98128070840175,False,True,False,True,False,False
91.4,53.0,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,9.108238029388556,False,True,False,True,False,False
85.9,43.4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,15.568236894394941,False,True,False,True,False,False
91.5,53.6,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.230926280715279,False,True,False,True,False,False
88.6,32.3,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,21.053503271427306,False,True,False,True,False,False
85.5,51.3,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,14.558159224297555,False,True,False,True,False,False
88.8,38.8,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,15.839191898578669,False,True,False,True,False,False
92.3,42.3,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,10.889444430272835,False,True,False,True,False,False
97.3,40.5,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,9.876234100101112,False,True,False,True,False,False
74.9,43.2,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,26.004807247891684,False,True,False,True,False,False
95.4,58.7,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,9.841239759298622,False,True,False,True,False,False
90.6,51.1,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,9.46414285606468,False,True,False,True,False,False
93.3,43.2,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,9.546203433826454,True,False,False,True,False,False
96.4,52.0,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,4.118252056394795,True,False,False,True,False,False
91.1,56.8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.200446419674533,True,False,False,True,False,False
87.4,57.3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,14.561936684383703,True,False,False,True,False,False
98.1,52.5,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,3.14006369362152,True,False,False,True,False,False
87.0,54.3,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,13.692698784388707,True,False,False,True,False,False
84.6,47.0,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,15.689486925964156,True,False,False,True,False,False
95.8,44.0,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,7.3239333694402236,True,False,False,True,False,False
87.0,30.7,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,23.269937687926884,True,False,False,True,False,False
90.1,45.6,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,10.83374358197572,False,True,False,True,False,False
90.9,73.2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,24.92087478400387,False,True,False,True,False,False
81.3,51.1,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18.732325002519044,True,False,False,True,False,False
89.2,47.9,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,11.002272492535347,True,False,False,True,False,False
85.8,43.5,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,15.616977940690065,False,True,False,True,False,False
80.3,61.6,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,22.861539755668254,False,True,False,True,False,False
81.1,53.5,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,19.221342304844377,False,True,False,True,False,False
96.2,49.7,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,3.8118237105091803,False,True,False,True,False,False
81.3,65.2,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,24.098340191805747,False,True,False,True,False,False
87.6,30.1,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,23.447174669882937,False,True,False,True,False,False
87.8,69.3,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,22.832652057962953,False,True,False,True,False,False
96.6,29.7,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,20.58275977608445,False,True,False,True,False,False
80.8,54.2,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,19.654007224991044,False,True,False,True,False,False
93.3,67.1,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,18.36572895367891,False,True,False,True,False,False
79.4,55.8,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,21.40093455903269,False,True,False,True,False,False
77.3,27.1,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,32.24437935516824,False,True,False,True,False,False
86.6,31.1,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,23.168297304722245,False,True,False,True,False,False
79.1,65.2,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,25.84279396659735,True,False,False,True,False,False
86.4,47.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13.827870407260832,True,False,False,True,False,False
89.4,35.8,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,17.72004514666935,True,False,False,True,False,False
82.5,37.8,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,21.332838535928595,True,False,False,True,False,False
93.7,60.8,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,12.50319959050482,True,False,False,True,False,False
90.6,56.8,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,11.601724009818545,True,False,False,True,False,False
93.3,53.6,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,7.605918747922571,True,False,False,True,False,False
97.7,59.9,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,10.163660757817528,True,False,False,True,False,False
95.5,61.2,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,12.070211265756704,True,False,False,True,False,False
76.3,61.5,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,26.342740935597423,True,False,False,True,False,False
93.9,70.8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,21.676023620581333,True,False,False,True,False,False
94.3,57.9,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.741663102366044,True,False,False,True,False,False
75.6,51.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,24.434606606205065,True,False,False,True,False,False
84.2,75.2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,29.743570733857762,True,False,False,True,False,False
93.6,49.5,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,6.419501538281619,False,True,False,True,False,False
95.4,48.7,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,4.780167361086842,False,True,False,True,False,False
89.1,47.8,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,11.119802156513403,False,True,False,True,False,False
93.9,53.6,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,7.083078426785908,False,True,False,True,False,False
88.8,60.2,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,15.148597294799282,False,True,False,True,False,False
83.3,36.4,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,21.537177159507234,True,False,False,True,False,False
96.7,65.2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15.554099138169336,True,False,False,True,False,False
94.0,57.7,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,9.761659694949422,True,False,False,True,False,False
97.2,70.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,20.19504889818294,True,False,False,True,False,False
95.9,55.7,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,7.021395872616782,True,False,False,True,False,False
92.1,55.3,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,9.513148795220227,True,False,False,True,False,False
88.9,67.8,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,20.97736875778275,True,False,False,True,False,False
85.1,32.2,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,23.213142829009605,True,False,False,True,False,False
85.3,32.1,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,23.16246964380094,False,True,False,True,False,False
89.3,64.8,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18.262803727796015,False,True,False,True,False,False
77.5,62.0,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,25.5,False,True,False,True,False,False
85.1,39.7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18.113530854032852,False,True,False,True,False,False
86.1,53.8,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.41006592628917,True,False,False,True,False,False
96.1,43.1,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,7.925906888173746,True,False,False,True,False,False
87.3,59.3,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,15.741029191256843,True,False,False,True,False,False
79.3,63.2,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,24.550560075077723,True,False,False,True,False,False
86.8,28.2,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,25.484897488512683,False,True,False,True,False,False
93.7,54.6,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,7.800640999302556,False,True,False,True,False,False
75.6,46.2,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,24.694128856876084,False,True,False,True,False,False
80.7,46.6,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,19.59719367664666,False,True,False,True,False,False
92.3,47.7,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,8.036168241145777,False,True,False,True,False,False
94.0,52.8,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,6.621178142898738,False,True,False,True,False,False
77.2,25.2,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,33.68798005223822,False,True,False,True,False,False
84.4,46.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15.966214329013619,False,True,False,True,False,False
80.6,59.7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,21.689859381747965,False,True,False,True,False,False
93.7,55.7,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,8.495881355103776,False,True,False,True,False,False
87.5,47.2,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,12.809761902549164,False,True,False,True,False,False
92.0,47.9,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,8.271033792700887,False,True,False,True,False,False
84.6,36.0,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,20.812496246245914,True,False,False,True,False,False
85.6,45.2,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,15.178932768808224,True,False,False,True,False,False
91.2,44.9,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,10.171037311896953,True,False,False,True,False,False
91.5,59.7,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,12.897286536322284,True,False,False,True,False,False
78.0,63.4,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,25.759658382827983,True,False,False,True,False,False
86.1,58.7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16.398170629676965,False,True,False,True,False,False
89.5,65.0,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18.309833423600555,False,True,False,True,False,False
80.0,35.4,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,24.762067765031258,False,True,False,True,False,False
88.4,64.7,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,18.725650856512303,False,True,False,True,False,False
83.7,66.2,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,22.98107917396396,False,True,False,True,False,False
70.6,41.9,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30.49540949061023,False,True,False,True,False,False
76.6,31.1,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30.07939494072313,False,True,False,True,False,False
91.5,49.7,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,8.505292469985967,False,True,False,True,False,False
77.6,69.6,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,29.76440827565702,False,True,False,True,False,False
91.7,54.2,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,9.302150289046075,True,False,False,True,False,False
85.5,69.9,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,24.6223475728859,True,False,False,True,False,False
75.9,32.1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,30.020326447259023,True,False,False,True,False,False
89.0,61.3,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,15.769908052997645,True,False,False,True,False,False
86.3,52.1,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,13.86001443000692,True,False,False,True,False,False
92.0,44.9,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,9.487360012142473,True,False,False,True,False,False
95.5,34.6,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,16.044001994514957,False,True,False,True,False,False
82.1,56.6,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,19.07799779851125,False,True,False,True,False,False
91.5,53.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.013878188659973,False,True,False,True,False,False
79.3,55.4,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,21.392755783208486,False,True,False,True,False,False
80.4,59.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,21.567568244936652,False,True,False,True,False,False
91.8,57.0,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,10.781465577554846,False,True,False,True,False,False
82.1,52.1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,18.022763384120655,False,True,False,True,False,False
79.0,52.8,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,21.18584433059018,False,True,False,True,False,False
94.2,48.1,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,6.103277807866848,False,True,False,True,False,False
91.8,55.4,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,9.818350166906864,False,True,False,True,False,False
97.8,41.4,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,8.876936408468861,True,False,False,True,False,False
85.6,57.3,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,16.144658559412154,True,False,False,True,False,False
73.2,70.7,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,33.863402073625146,True,False,False,True,False,False
79.7,70.1,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,28.567464010653794,True,False,False,True,False,False
71.8,59.5,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,29.757184006555462,True,False,False,True,False,False
87.8,40.1,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,15.711460785044784,False,True,False,True,False,False
90.3,53.2,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,10.214205793893134,False,True,False,True,False,False
90.9,37.0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,15.86852230045381,False,True,False,True,False,False
86.3,52.4,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,13.908630414242808,False,True,False,True,False,False
93.0,49.1,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,7.057619995437555,False,True,False,True,False,False
76.9,42.5,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,24.28703357761091,False,True,False,True,False,False
91.3,55.1,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,10.08464178838297,False,True,False,True,False,False
90.1,51.5,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,10.012991560967187,False,True,False,True,False,False
80.9,68.3,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,26.451843035977657,False,True,False,True,False,False
84.4,34.8,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,21.780725424099167,False,True,False,True,False,False
88.7,31.1,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,22.020445045457183,False,True,False,True,False,False
81.3,46.4,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,19.043371550227132,False,True,False,True,False,False
87.0,51.3,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,13.064838307457157,False,True,False,True,False,False
93.0,44.4,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,8.964373932405989,True,False,False,True,False,False
77.1,37.6,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,26.041697333315284,True,False,False,True,False,False
97.1,47.3,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,3.9623225512317957,True,False,False,True,False,False
91.7,62.5,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,15.004665940966495,True,False,False,True,False,False
86.6,61.5,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,17.658142597679976,True,False,False,True,False,False
92.0,48.7,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,8.104936767180853,False,True,False,True,False,False
91.2,50.8,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,8.836288813749807,False,True,False,True,False,False
92.8,41.9,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,10.837435120913069,False,True,False,True,False,False
81.2,53.7,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,19.160636732634956,False,True,False,True,False,False
92.9,63.8,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,15.519342769589176,False,True,False,True,False,False
77.5,45.2,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,23.00630348404541,False,True,False,True,False,False
90.4,74.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,26.313684652666943,False,True,False,True,False,False
70.3,40.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,31.182366812030164,True,False,False,True,False,False
90.4,67.8,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,20.22374841615668,True,False,False,True,False,False
92.0,58.4,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,11.6,False,True,False,True,False,False
79.3,41.8,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,22.26499494722602,False,True,False,True,False,False
80.7,36.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,23.843028331149547,False,True,False,True,False,False
91.5,54.6,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,9.664884893261792,False,True,False,True,False,False
80.8,49.7,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,19.202343606966313,False,True,False,True,False,False
92.3,56.2,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.885848471426216,True,False,False,True,False,False
98.2,42.5,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,7.712976079309464,True,False,False,True,False,False
76.9,36.8,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,26.605450569385212,True,False,False,True,False,False
76.0,56.2,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,24.787900274125683,True,False,False,True,False,False
78.7,32.9,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,27.31483113621609,True,False,False,True,False,False
88.7,49.9,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,11.300442469213316,True,False,False,True,False,False
80.7,57.2,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,20.599271831790556,False,True,False,True,False,False
84.1,54.5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,16.5245272247045,False,True,False,True,False,False
84.8,31.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,24.331872102244827,False,True,False,True,False,False
77.0,74.5,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,33.60431519909311,False,True,False,True,False,False
87.7,35.2,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,19.24396009141569,True,False,False,True,False,False
83.7,53.0,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,16.57377446449661,True,False,False,True,False,False
72.7,35.2,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,31.053663229963703,True,False,False,True,False,False
62.3,54.0,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,37.91160772111888,True,False,False,True,False,False
85.5,62.4,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,19.07904609774818,False,True,False,True,False,False
88.4,43.6,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,13.24839612934335,False,True,False,True,False,False
79.4,51.3,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20.640978658968663,False,True,False,True,False,False
89.6,64.8,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,18.088670487352022,False,True,False,True,False,False
96.6,58.7,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.340770846134706,False,True,False,True,False,False
88.3,26.2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,26.520369529853845,False,True,False,True,False,False
91.1,33.3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,18.923530326025325,False,True,False,True,False,False
80.2,38.7,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,22.797587591672936,False,True,False,True,False,False
93.3,56.1,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,9.060905032059438,True,False,False,True,False,False
86.3,45.1,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,14.54991408909345,True,False,False,True,False,False
93.9,46.4,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,7.083078426785908,True,False,False,True,False,False
97.1,51.5,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,3.2649655434629063,True,False,False,True,False,False
76.4,68.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30.17283546503377,True,False,False,True,False,False
97.6,47.6,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,3.394112549695431,True,False,False,True,False,False
85.5,65.1,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,20.934660255184458,True,False,False,True,False,False
75.1,28.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,32.89772028575841,True,False,False,True,False,False
92.2,50.1,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,7.800640999302554,False,True,False,True,False,False
89.5,50.7,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,10.523307464861036,False,True,False,True,False,False
84.7,45.5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,15.948040632002412,False,True,False,True,False,False
92.8,70.1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,21.350644018389698,False,True,False,True,False,False
86.3,50.2,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,13.701459776242825,False,True,False,True,False,False
87.8,45.4,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,13.0384048104053,False,True,False,True,False,False
44.6,68.2,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,58.312948819280265,False,True,True,False,False,False
72.1,66.3,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,32.31253626690422,False,True,False,True,False,False
88.6,54.3,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,12.184005909387935,False,True,False,True,False,False
