x,y,is_goal,Assisted,IndividualPlay,RegularPlay,LeftFoot,RightFoot,FromCorner,FirstTouch,Head,BigChance,SetPiece,Volley,FastBreak,ThrowinSetPiece,Penalty,OneOnOne,KeyPass,OtherBodyPart,shot_distance,period_FirstHalf,period_SecondHalf,Zone_Back,Zone_Center,Zone_Left,Zone_Right
75.2,39.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,26.97035409482048,False,True,False,True,False,False
76.0,39.5,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,26.196373794859472,False,True,False,True,False,False
92.3,51.5,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,7.844743462982078,False,True,False,True,False,False
87.0,65.0,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,19.849433241279208,True,False,False,True,False,False
96.7,58.5,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,9.118113840043893,True,False,False,True,False,False
91.5,52.4,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,8.832326986700616,False,True,False,True,False,False
90.6,46.6,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,9.995999199679845,False,True,False,True,False,False
72.8,36.7,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30.277549438486595,False,True,False,True,False,False
91.5,46.9,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,9.047651629014018,False,True,False,True,False,False
73.1,47.4,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,27.0253584620075,False,True,False,True,False,False
88.9,26.5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,25.98961330993595,False,True,False,True,False,False
89.2,58.5,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13.74372584127026,False,True,False,True,False,False
97.1,50.3,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,2.9154759474226553,True,False,False,True,False,False
85.9,33.8,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,21.47673159491453,True,False,False,True,False,False
77.7,36.9,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,25.863101128828305,True,False,False,True,False,False
86.0,68.2,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,22.961707253599418,True,False,False,True,False,False
94.3,34.8,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,16.23360711610331,True,False,False,True,False,False
93.1,29.5,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,21.63007165961315,True,False,False,True,False,False
79.3,48.5,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,20.754276667713576,False,True,False,True,False,False
84.7,68.2,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,23.77666923688009,True,False,False,True,False,False
80.0,27.9,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,29.80620740718282,False,True,False,True,False,False
88.5,50.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,11.5,False,True,False,True,False,False
89.8,63.6,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,17.000000000000004,False,True,False,True,False,False
85.8,55.1,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,15.08807476121457,True,False,False,True,False,False
95.4,32.1,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,18.48161248376342,True,False,False,True,False,False
82.1,31.6,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,25.670410982296332,True,False,False,True,False,False
84.9,67.2,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,22.887769659798657,True,False,False,True,False,False
74.0,58.1,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,27.232517327636092,True,False,False,True,False,False
93.7,34.8,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,16.45387492355524,False,True,False,True,False,False
96.7,40.5,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,10.0568384694197,False,True,False,True,False,False
85.2,36.3,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,20.167548190099858,False,True,False,True,False,False
80.3,70.7,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,28.575863941445412,False,True,False,True,False,False
95.7,43.0,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,8.215229759416347,False,True,False,True,False,False
97.3,51.1,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,2.9154759474226535,False,True,False,True,False,False
89.1,68.5,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,21.47230774742203,False,True,False,True,False,False
81.3,56.7,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,19.864037857394457,True,False,False,True,False,False
85.6,47.2,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,14.669696656713803,True,False,False,True,False,False
90.1,52.8,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,10.288342918079671,False,True,False,True,False,False
87.2,41.2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15.533190271158075,False,True,False,True,False,False
95.2,46.0,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,6.248199740725322,False,True,False,True,False,False
93.1,68.2,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,19.46406946144614,False,True,False,True,False,False
88.9,37.8,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,16.493938280471404,True,False,False,True,False,False
76.5,45.6,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,23.908366736354033,False,True,False,True,False,False
79.6,39.9,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,22.763347732704,False,True,False,True,False,False
84.4,82.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,36.1402822346478,False,True,False,False,True,False
95.4,56.8,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,8.20975030070951,False,True,False,True,False,False
84.3,40.1,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,18.56071119327059,False,True,False,True,False,False
85.6,50.1,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,14.400347218036103,False,True,False,True,False,False
81.1,32.7,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,25.622255950637918,False,True,False,True,False,False
90.3,44.8,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,11.00590750460861,False,True,False,True,False,False
88.9,37.4,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,16.79196236298783,False,True,False,True,False,False
98.1,56.3,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,6.580273550544839,False,True,False,True,False,False
85.6,57.0,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,16.01124604770035,False,True,False,True,False,False
91.2,27.9,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,23.787601812709074,True,False,False,True,False,False
81.2,38.9,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,21.832315497903558,True,False,False,True,False,False
69.0,46.3,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,31.220025624589102,True,False,False,True,False,False
91.4,67.5,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,19.49897433200013,True,False,False,True,False,False
73.0,46.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,27.238942710758803,True,False,False,True,False,False
92.1,55.2,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,9.457801012920504,True,False,False,True,False,False
89.5,62.0,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,15.945218719101975,False,True,False,True,False,False
84.3,34.4,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,22.13255520720552,False,True,False,True,False,False
88.6,58.9,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,14.462710672622892,False,True,False,True,False,False
92.3,57.5,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,10.748953437428225,False,True,False,True,False,False
75.0,64.2,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,28.751347794494784,False,True,False,True,False,False
87.0,51.9,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,13.138112497615477,True,False,False,True,False,False
79.2,51.6,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,20.861447696648472,True,False,False,True,False,False
72.1,70.8,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.80014367786432,True,False,False,True,False,False
76.9,43.9,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,23.89183961104711,True,False,False,True,False,False
77.8,68.7,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,29.026367323521562,True,False,False,True,False,False
92.4,45.2,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,8.988882021697686,True,False,False,True,False,False
80.0,48.9,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,20.030227157973023,True,False,False,True,False,False
74.3,51.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,25.770137756713684,True,False,False,True,False,False
95.8,54.8,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,6.37808748764079,True,False,False,True,False,False
79.4,57.5,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,21.922819161777525,False,True,False,True,False,False
85.1,69.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,24.14560001325294,False,True,False,True,False,False
79.1,54.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,21.279332696304184,False,True,False,True,False,False
82.7,51.2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,17.34156855650607,False,True,False,True,False,False
90.4,32.8,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,19.697715603592208,True,False,False,True,False,False
89.7,48.2,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,10.456098698845565,True,False,False,True,False,False
85.1,46.7,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,15.261061562027727,True,False,False,True,False,False
87.3,60.5,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,16.478470802838473,True,False,False,True,False,False
93.1,53.4,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,7.692203845452879,True,False,False,True,False,False
73.2,46.4,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,27.04071004984891,True,False,False,True,False,False
87.7,65.5,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,19.787369708983555,True,False,False,True,False,False
88.0,37.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,17.327723451163457,False,True,False,True,False,False
80.3,70.5,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,28.431320757221254,False,True,False,True,False,False
96.7,49.7,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,3.313608305156175,False,True,False,True,False,False
88.5,50.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,11.5,False,True,False,True,False,False
90.6,51.6,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,9.53519795284818,False,True,False,True,False,False
82.1,54.2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,18.386136081297785,False,True,False,True,False,False
90.5,70.0,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,22.14158982548453,False,True,False,True,False,False
76.1,36.1,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,27.648146411649375,False,True,False,True,False,False
90.9,56.3,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,11.067971810589322,False,True,False,True,False,False
95.1,55.8,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,7.592759709091288,False,True,False,True,False,False
87.4,58.8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15.368799562750496,False,True,False,True,False,False
78.3,29.1,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,30.128060010561583,False,True,False,True,False,False
89.4,43.1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,12.647924730958824,True,False,False,True,False,False
92.3,47.9,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,7.981227975693969,True,False,False,True,False,False
90.0,51.7,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,10.143470806385752,True,False,False,True,False,False
80.4,30.3,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,27.789386463180502,True,False,False,True,False,False
85.9,37.1,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,19.11072997035958,True,False,False,True,False,False
79.4,53.0,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,20.817300497422806,True,False,False,True,False,False
78.1,60.8,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,24.418230894149563,True,False,False,True,False,False
95.8,43.6,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,7.655063683601855,True,False,False,True,False,False
87.5,27.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,26.177280225416848,True,False,False,True,False,False
90.6,71.4,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,23.373489255992578,True,False,False,True,False,False
87.5,34.7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,19.75702406740448,True,False,False,True,False,False
81.9,49.8,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,18.10110493864946,True,False,False,True,False,False
87.5,45.4,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13.319534526401439,True,False,False,True,False,False
70.4,55.8,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,30.162891108114945,False,True,False,True,False,False
83.1,31.1,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,25.35389516425435,False,True,False,True,False,False
94.9,37.1,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,13.871553626036267,False,True,False,True,False,False
89.5,53.0,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,10.920164833920778,False,True,False,True,False,False
89.5,48.2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10.653168542738822,False,True,False,True,False,False
95.9,58.1,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,9.078546139112804,False,True,False,True,False,False
88.5,50.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,11.5,True,False,False,True,False,False
72.6,76.6,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,38.18795621658745,True,False,False,True,False,False
76.3,32.5,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,29.460821441365145,True,False,False,True,False,False
76.5,38.2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,26.296197443736993,True,False,False,True,False,False
79.1,49.5,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,20.905980005730424,False,True,False,True,False,False
92.4,49.4,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,7.623647421018362,False,True,False,True,False,False
95.8,67.3,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,17.80252791038396,False,True,False,True,False,False
89.5,50.2,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,10.501904589168577,False,True,False,True,False,False
88.5,50.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,11.5,False,True,False,True,False,False
91.0,33.4,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,18.882796403075474,False,True,False,True,False,False
76.5,47.2,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,23.66622065307429,False,True,False,True,False,False
77.8,65.3,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,26.961639416029584,False,True,False,True,False,False
91.9,40.0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,12.868954891520907,True,False,False,True,False,False
90.1,44.9,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,11.136426715962358,True,False,False,True,False,False
96.8,59.9,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,10.404326023342406,True,False,False,True,False,False
84.9,34.6,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,21.567800073257352,True,False,False,True,False,False
91.1,44.2,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,10.623088063270496,True,False,False,True,False,False
45.0,5.6,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,70.68493474567265,True,False,True,False,False,False
88.3,33.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,20.63710250980016,True,False,False,True,False,False
91.3,42.7,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,11.356936206565573,True,False,False,True,False,False
91.5,45.4,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,9.664884893261792,False,True,False,True,False,False
84.8,54.3,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,15.796518603793688,False,True,False,True,False,False
85.3,48.1,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,14.822280526288797,False,True,False,True,False,False
81.3,48.9,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,18.732325002519044,False,True,False,True,False,False
78.1,43.7,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,22.788154817799537,False,True,False,True,False,False
80.3,52.8,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,19.897989848223364,False,True,False,True,False,False
85.4,45.8,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,15.19210321186635,False,True,False,True,False,False
81.6,47.5,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,18.569060288555267,False,True,False,True,False,False
88.0,54.2,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,12.713772060250255,False,True,False,True,False,False
77.4,36.3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,26.428204630659266,False,True,False,True,False,False
77.0,29.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,30.61110909457545,False,True,False,True,False,False
89.9,56.0,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,11.747765745025728,True,False,False,True,False,False
70.4,50.5,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,29.60422267177437,True,False,False,True,False,False
78.5,23.9,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,33.81508539099081,True,False,False,True,False,False
96.9,53.0,True,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,4.313930922024594,False,True,False,True,False,False
76.2,73.7,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,33.58764653857129,False,True,False,True,False,False
89.5,64.2,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,17.660407696313246,False,True,False,True,False,False
90.2,42.4,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,12.401612798341995,False,True,False,True,False,False
91.8,52.1,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,8.464632301523798,False,True,False,True,False,False
84.8,50.9,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,15.226621424334423,False,True,False,True,False,False
74.5,36.0,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,29.090376415577712,False,True,False,True,False,False
85.5,41.7,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,16.70748335327616,True,False,False,True,False,False
78.4,34.2,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,26.76191323504356,True,False,False,True,False,False
77.4,66.0,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,27.690431560378393,True,False,False,True,False,False
95.8,57.9,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,8.947066558375433,True,False,False,True,False,False
98.2,52.1,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,2.7658633371878656,True,False,False,True,False,False
77.7,46.0,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,22.655904307707512,True,False,False,True,False,False
87.9,61.5,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,16.69311235210498,False,True,False,True,False,False
96.1,57.9,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,8.810221336606704,False,True,False,True,False,False
98.9,37.8,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,12.249489785293102,False,True,False,True,False,False
86.1,44.2,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,15.061540425866143,False,True,False,True,False,False
86.1,52.9,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,14.199295757184585,False,True,False,True,False,False
90.4,67.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,19.523319389898838,False,True,False,True,False,False
84.3,64.2,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,21.169081227110453,False,True,False,True,False,False
87.4,60.0,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,16.086018774078312,False,True,False,True,False,False
90.8,42.8,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,11.682465493208191,False,True,False,True,False,False
97.9,40.6,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,9.631718434422798,False,True,False,True,False,False
95.1,59.6,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,10.778218776773835,False,True,False,True,False,False
90.1,44.6,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,11.276967677527505,False,True,False,True,False,False
74.0,37.3,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,28.93596378211723,False,True,False,True,False,False
83.1,49.3,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,16.914490828872154,False,True,False,True,False,False
77.6,70.5,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,30.36461756716195,False,True,False,True,False,False
93.7,49.9,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,6.300793600809342,True,False,False,True,False,False
87.7,51.3,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,12.368508398347794,True,False,False,True,False,False
78.7,36.8,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,25.058531481313903,True,False,False,True,False,False
79.9,60.1,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,22.494888308235712,True,False,False,True,False,False
86.3,42.5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,15.618578680533004,True,False,False,True,False,False
78.4,53.7,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,21.91460700081112,False,True,False,True,False,False
88.5,50.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,11.5,False,True,False,True,False,False
88.7,62.8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,17.07424961747953,False,True,False,True,False,False
89.5,64.6,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,17.983603643319096,True,False,False,True,False,False
85.7,66.8,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,22.06195820864503,True,False,False,True,False,False
91.7,45.4,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,9.489467845985883,True,False,False,True,False,False
86.1,49.1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,13.929106216839621,True,False,False,True,False,False
91.2,53.6,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,9.507891459203769,True,False,False,True,False,False
89.9,65.0,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,18.08341781854304,True,False,False,True,False,False
85.6,55.1,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,15.276452467768824,True,False,False,True,False,False
72.6,45.0,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,27.85246847229165,False,True,False,True,False,False
83.1,50.1,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,16.900295855398515,False,True,False,True,False,False
87.0,40.1,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,16.340440630533806,False,True,False,True,False,False
88.6,69.6,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,22.674214429611446,False,True,False,True,False,False
78.2,64.8,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,26.34919353604584,False,True,False,True,False,False
90.7,57.9,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,12.202458768625277,True,False,False,True,False,False
93.3,32.5,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,18.738729946290384,True,False,False,True,False,False
78.5,29.9,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,29.43229518742974,True,False,False,True,False,False
88.5,37.4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,17.05901521190482,True,False,False,True,False,False
86.4,35.8,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,19.66214637317096,False,True,False,True,False,False
95.4,65.6,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,16.264070831129573,False,True,False,True,False,False
94.7,47.8,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,5.738466694161428,False,True,False,True,False,False
75.2,54.0,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,25.120509548972127,False,True,False,True,False,False
88.1,67.3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,20.997618912629118,False,True,False,True,False,False
92.1,44.9,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.403190947758112,False,True,False,True,False,False
81.5,49.0,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18.527007313648905,True,False,False,True,False,False
87.8,56.4,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,13.77679207943562,True,False,False,True,False,False
86.9,62.6,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,18.176083186429356,True,False,False,True,False,False
92.9,52.8,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,7.632168761236867,True,False,False,True,False,False
90.9,53.0,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,9.581753492967762,False,True,False,True,False,False
90.6,38.3,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,15.00833101980364,False,True,False,True,False,False
80.8,42.1,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,20.761743664731053,False,True,False,True,False,False
79.9,49.0,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,20.124860247961966,False,True,False,True,False,False
91.2,31.1,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,20.848261318392954,False,True,False,True,False,False
